Date,Open,High,Low,Close*,Adj Close**,Volume
"Jun 30, 2023",41.64,41.64,40.00,40.00,40.00,300
"Jun 29, 2023",41.84,41.84,41.82,41.82,41.82,400
"Jun 28, 2023",41.50,41.50,40.86,40.86,40.86,"1,000"
"Jun 27, 2023",41.77,42.28,41.74,41.74,41.74,800
"Jun 26, 2023",41.07,41.07,41.07,41.07,41.07,200
"Jun 23, 2023",40.55,40.82,40.30,40.82,40.82,"2,100"
"Jun 22, 2023",42.16,42.16,41.84,42.00,42.00,700
"Jun 21, 2023",41.22,42.65,41.22,41.78,41.78,"3,400"
"Jun 20, 2023",41.53,41.53,39.50,40.01,40.01,"1,600"
"Jun 16, 2023",42.34,42.34,41.83,41.83,41.83,"1,400"
"Jun 15, 2023",42.75,42.75,41.98,42.26,42.26,"2,700"
"Jun 14, 2023",41.38,42.00,41.38,42.00,42.00,"1,600"
"Jun 13, 2023",42.00,42.40,41.93,41.93,41.93,"1,000"
"Jun 12, 2023",42.00,42.00,40.79,41.79,41.79,"2,100"
"Jun 09, 2023",42.75,42.75,40.97,41.75,41.75,"1,000"
"Jun 08, 2023",41.24,41.24,41.00,41.00,41.00,"1,000"
"Jun 07, 2023",42.00,42.00,42.00,42.00,42.00,-
"Jun 06, 2023",41.08,42.00,41.08,42.00,42.00,700
"Jun 05, 2023",41.09,42.00,40.59,41.82,41.82,"2,400"
"Jun 02, 2023",40.29,41.15,40.29,40.41,40.41,"2,700"
"Jun 01, 2023",38.62,39.36,38.62,39.36,39.36,900
"May 31, 2023",38.62,40.00,38.62,40.00,40.00,"8,500"
"May 30, 2023",40.41,40.65,38.69,40.65,40.65,"2,300"
"May 26, 2023",40.75,40.75,40.75,40.75,40.75,700
"May 25, 2023",41.25,41.25,40.50,40.50,40.50,"1,200"
"May 24, 2023",41.65,42.04,41.65,41.75,41.75,"2,400"
"May 23, 2023",42.34,42.46,41.79,42.34,42.34,"5,700"
"May 22, 2023",41.00,42.00,41.00,41.94,41.94,"2,500"
"May 19, 2023",40.00,41.42,40.00,40.90,40.90,700
"May 18, 2023",41.21,41.83,41.21,41.83,41.83,900
"May 17, 2023",41.21,41.21,39.20,39.20,39.20,"1,100"
"May 16, 2023",39.30,39.30,39.30,39.30,39.30,300
"May 15, 2023",39.94,40.43,39.75,39.90,39.90,"2,400"
"May 12, 2023",39.76,41.22,39.76,41.21,41.21,"2,500"
