Date,Open,High,Low,Close*,Adj Close**,Volume
"Aug 16, 2023",221.45,222.27,219.03,219.49,218.30,"1,068,200"
"Aug 15, 2023",224.00,224.10,220.58,220.71,219.51,"969,000"
"Aug 14, 2023",224.49,224.80,222.79,224.36,223.14,"1,504,500"
"Aug 11, 2023",224.66,225.70,223.25,223.57,222.36,"842,400"
"Aug 10, 2023",225.63,227.66,223.20,223.79,222.57,"979,500"
"Aug 09, 2023",225.15,226.38,224.23,225.65,224.42,"1,079,300"
"Aug 08, 2023",230.22,230.69,223.79,224.30,223.08,"1,296,400"
"Aug 07, 2023",228.56,229.73,228.08,228.88,227.64,"900,600"
"Aug 04, 2023",231.42,232.26,228.12,228.23,226.99,"830,700"
"Aug 03, 2023",232.28,233.21,230.08,231.03,229.78,"969,200"
"Aug 02, 2023",231.00,235.80,230.50,233.19,231.92,"1,142,100"
"Aug 01, 2023",232.03,232.82,229.73,230.59,229.34,"1,518,800"
"Jul 31, 2023",235.64,235.71,230.49,231.31,230.05,"1,691,200"
"Jul 28, 2023",234.72,237.66,234.11,235.64,234.36,"1,622,100"
"Jul 27, 2023",236.00,238.09,231.61,233.56,232.29,"2,414,900"
"Jul 26, 2023",243.00,243.01,240.01,240.44,239.13,"1,458,400"
"Jul 25, 2023",245.60,245.81,243.13,244.00,242.67,"983,200"
"Jul 24, 2023",246.34,247.11,245.20,245.82,244.49,"760,700"
"Jul 21, 2023",245.39,248.93,245.09,246.64,245.30,"1,591,400"
"Jul 20, 2023",243.41,246.19,240.84,245.62,244.29,"2,069,200"
"Jul 19, 2023",242.42,243.98,240.89,242.66,241.34,"1,125,800"
"Jul 18, 2023",239.54,243.05,239.04,239.84,238.54,"1,283,700"
"Jul 17, 2023",238.53,241.74,237.84,239.45,238.15,"953,200"
"Jul 14, 2023",239.18,239.43,237.42,238.87,237.57,"1,559,600"
"Jul 13, 2023",239.50,241.49,237.93,238.48,237.18,"1,097,000"
"Jul 12, 2023",240.00,241.00,237.88,238.80,237.50,"1,470,300"
"Jul 11, 2023",241.66,243.12,240.03,241.22,239.91,"1,205,600"
"Jul 10, 2023",241.85,243.89,241.20,241.91,240.60,"1,413,200"
"Jul 07, 2023",247.02,247.02,242.96,242.98,241.66,"1,395,900"
"Jul 06, 2023",248.22,249.84,247.15,247.76,246.41,"973,400"
"Jul 05, 2023",251.58,251.71,247.84,248.81,247.46,"1,188,400"
"Jul 03, 2023",248.76,251.73,247.18,251.73,250.36,"608,400"
"Jun 30, 2023",248.83,249.82,247.83,249.70,248.34,"1,323,900"
"Jun 29, 2023",248.26,249.69,246.67,248.68,247.33,"1,413,000"
"Jun 28, 2023",258.08,258.35,249.29,249.59,248.23,"1,929,000"
"Jun 27, 2023",260.46,261.58,258.36,259.91,258.50,"674,300"
"Jun 26, 2023",259.08,259.60,256.02,259.53,258.12,"857,200"
"Jun 23, 2023",261.30,261.30,257.83,259.09,257.68,"3,652,200"
"Jun 22, 2023",260.52,261.01,258.77,260.31,258.90,"740,800"
"Jun 21, 2023",258.78,259.93,256.71,258.89,257.48,"952,100"
"Jun 20, 2023",261.36,262.30,258.06,258.46,257.06,"957,000"
"Jun 16, 2023",262.00,263.29,260.27,260.72,259.30,"1,577,100"
"Jun 15, 2023",261.24,261.77,259.49,260.86,259.44,"943,700"
"Jun 14, 2023",257.70,261.24,256.42,260.59,259.17,"871,400"
"Jun 13, 2023",254.23,257.83,253.31,257.73,256.33,"1,179,000"
"Jun 12, 2023",256.21,256.54,253.09,255.19,253.80,"913,900"
"Jun 09, 2023",253.89,256.94,253.47,255.82,254.43,"691,100"
"Jun 08, 2023",253.22,255.18,252.00,255.12,253.73,"794,500"
"Jun 07, 2023",253.00,255.94,251.62,253.20,251.82,"1,268,700"
"Jun 06, 2023",260.53,261.19,254.06,255.29,253.90,"955,000"
"Jun 05, 2023",260.82,261.93,257.31,259.48,258.07,"1,100,800"
"Jun 02, 2023",257.87,261.64,257.87,260.91,259.49,"991,900"
"Jun 01, 2023",260.38,261.28,258.49,259.66,258.25,"1,139,000"
"May 31, 2023",257.65,259.97,256.17,259.70,258.29,"1,779,200"
"May 30, 2023",255.70,258.07,255.01,256.37,254.98,"1,414,200"
"May 26, 2023",260.10,261.47,256.54,257.72,256.32,"1,142,300"
"May 25, 2023",262.88,263.38,258.82,260.38,258.97,"1,673,800"
"May 24, 2023",262.56,263.90,260.77,262.47,261.04,"940,300"
"May 23, 2023",262.51,263.08,259.23,262.42,260.99,"1,369,600"
"May 22, 2023",266.00,266.96,260.00,262.88,261.45,"1,274,800"
"May 19, 2023",267.06,267.25,264.43,266.04,264.60,"1,261,100"
"May 18, 2023",265.61,267.00,264.25,266.84,265.39,"1,010,700"
"May 17, 2023",269.63,269.63,264.87,267.50,265.02,"1,167,300"
"May 16, 2023",269.94,270.52,266.61,269.23,266.73,"906,300"
